# game_data/ Source File Manifest
# Generated: 2026-03-13 14:00:55
# Total: 223 files, 11.77 GB
#
# These are the original, non-derived source files needed to recreate the
# game_data/ directory. They are NOT committed to git due to size and copyright.
# Derived files (extracted/, data_tracks/) are produced by the scripts.
#
# Format: SHA256  SIZE  PATH

## CD images
f2337826473f5a799f5cfddf3712e70c237a337d30cb36f7f87b3764dfb37d7d           915  CD images\Descent II - The Vertigo Series (USA)\Descent II - The Vertigo Series (USA).cue
971ebca0be8e5e241b6fe189aa55557c7f38a9da7e9b396fa77530087ba537c4     427852320  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 1).bin
93b1a4d60714a542fa103308e7214508774523b2a9fae7de405d273d6266e46a       8295504  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 2).bin
7d632b6a00e47963852fcfbce5973c633b0a95d483fe3fed0739bd01c8b66d3d      52924704  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 3).bin
228481a81979660a42f5e151f02c515915b6a3d8e285f495b8ca497dd8c38efc      38989104  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 4).bin
8b9372d4f02895af717b71ac03062da165e0536a30342eed37d7e536c798d44e      37754304  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 5).bin
88b51415a20c3f7c0f42e2099be288de58c85e02e1b0d4b99d74e994aae28e67      24524304  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 6).bin
b945f32d76477e3103f1ef05641e777a1660dddf3c4b0f9347f11b7f8712cd4a      46927104  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 7).bin
f37af8bd93fa2f44bb9255fa1e2ad7a2314280e01237abc789fd773e0bcf5760      38812704  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 8).bin
cb0a8f34fc30938b57c93736addff506230ecec26b3d924ea9a98fa3778052bd      47983152  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1) (Track 9).bin
5e0f7bc1229148077983c326d8242a162ebcb8c4bfae168cada812d49581e62d           924  CD images\Descent II (Europe) (v1.1)\Descent II (Europe) (v1.1).cue
9e9d0d999cb03f90599a73344d7bf48dad283764978eb36b5aa135e7bd31ec7c     405070848  CD images\Descent II (Europe)\Descent II (Europe) (Track 01).bin
a9712408d073f01119d3f95a128ccf217e6d87648f88ff9245648aeaed5399a5       7175952  CD images\Descent II (Europe)\Descent II (Europe) (Track 02).bin
89aeb46038831600297c78d8fcca0e8a07b95576f93d67a353a99b17e76c5d3e      27621888  CD images\Descent II (Europe)\Descent II (Europe) (Track 03).bin
f5f6b1d81a6e30262c2e8cbf8e49870f594ef188d99160eee82350dbabca9d21      20328336  CD images\Descent II (Europe)\Descent II (Europe) (Track 04).bin
44a58fc85e52e46417c27d680324b006c401608a8b1c4a7464a977ebea741809      26382384  CD images\Descent II (Europe)\Descent II (Europe) (Track 05).bin
aeff93eac40e9a0ee36cd8ff486c8b9eeee03a15384815a4592493dbca08bd30      32229456  CD images\Descent II (Europe)\Descent II (Europe) (Track 06).bin
97ef0696ea1c7167ebfa9183a5d162073263d140a71df92fbc7a32a174440add      26184816  CD images\Descent II (Europe)\Descent II (Europe) (Track 07).bin
469f7c61d248cbf568652bfd68df9c5d6905013c345441fba2ef17c51db048ea      35875056  CD images\Descent II (Europe)\Descent II (Europe) (Track 08).bin
8d2a4f74b2f020a6fece63e557575b7374cb1d6701701c04c44a2a077954208c      30020928  CD images\Descent II (Europe)\Descent II (Europe) (Track 09).bin
56010c6cd2681631b49de08513d0fd9a160a988f4f5f07b3c052d4104c1f2312      29190672  CD images\Descent II (Europe)\Descent II (Europe) (Track 10).bin
0759ddc84bdd7215676b547132329071e3438b26d0df421f6c40a662e4bdd431      28680288  CD images\Descent II (Europe)\Descent II (Europe) (Track 11).bin
84194018b5da4a060ef88c8ec7f4cfcf38727e07b8651ae41236ac660bc046be      24347904  CD images\Descent II (Europe)\Descent II (Europe) (Track 12).bin
b3df5f22e45cbf6e001b0eabf66c7ad7f963e2ab472acda2ab0d39f5f9a85ea6      30980544  CD images\Descent II (Europe)\Descent II (Europe) (Track 13).bin
7ec2db136ce7f88c3d3cb9bda3ee1f3e26b0056d1d94f7acd417163f74c1388f          1667  CD images\Descent II (Europe)\Descent II (Europe).cue
5952c8ea67164c7ae2fd716460e70a1180fdce9a2ba1b27442228710bfe269d8      36735888  CD images\Descent II (USA) (3-Level Interactive Preview)\Descent II (USA) (3-Level Interactive Preview).bin
eccf04a96ec0f7bc6978b21b668bf62107941b17684e74e029e7b30b4213b7a9           135  CD images\Descent II (USA) (3-Level Interactive Preview)\Descent II (USA) (3-Level Interactive Preview).cue
26fcb00867ce8d847d72c4c221f6a7deac76dac7b2b77daf540ba80f0bfbb4fc     404889744  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 01).bin
89ab8701f0e0f2323bb026ecf5430a189e294014db515b07930777e4e613ca26       7175952  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 02).bin
c0d513e796423636ddcef8c60685c6b1cdfe46cdf5e0cbe40fe172489b6df055      27621888  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 03).bin
32882db32660117705d3e325dc20b6eda40fad8612d7a529d56674df2039df18      20328336  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 04).bin
5b4c7773fb2e1d98fadcdc73bc2ec3ca1bfa4d4f0519bce0260159f4ca833157      26382384  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 05).bin
5cd39473d681993cb395724096b3f86103bd7f71aa31554928df07aaa11a391a      32229456  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 06).bin
1d86f162a24f320fdf47e437f9593da1c6a5fc7998b5e1fc0b634e895ace33af      26184816  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 07).bin
7b8bd640fb1789f5ad30eb8466a22c599522b7c091dff0e96b475c7711b00441      35875056  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 08).bin
d236df9d2bf3b65970b9b404af938464e1a6ce61af4182d2493ea2855025fd77      30020928  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 09).bin
4d86e68ac16ac1bd0e17421c8a3f0a9e5aa220ff0dbaed557126896c7cff5113      29190672  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 10).bin
6a472909d43ee38b4f8de5e8fd4274c08fc580015c6a8f12bc2ada996bc04ba2      28680288  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 11).bin
948bcc7210bce6929225a544d69b748c870b80cdff633a1a1326841401a0f22e      24347904  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 12).bin
9e80b6585f3501ac549959ebd4221a430e6451b96c025c7c7298a40736df2195      30980544  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt) (Track 13).bin
119426bafc826c4d74d0c28b3c76c309f37293c5cf603d4fbef5aae114c63798          1683  CD images\Descent II (USA) (Alt)\Descent II (USA) (Alt).cue
17c981808c217da113fd5d08ecb14466a0ac4a0af8985b68ae956aaff01cc845     438687984  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 1).bin
167823a00e058a021a26bbbbc034d7c67f5f6d76e7aaa6d79a2b2ad3b107d6a4       8119104  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 2).bin
29577ad40b167ea276abd606e19a4f93b42a2e79dbe0848188c3fafbf749c203      53096400  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 3).bin
294de6f3e6628519024575fe576b60a7378e422c75251fd8c01f8e492d4ab867      39160800  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 4).bin
1b7abb2f6bc4a244ae5a63f61489ba0d3d03853318fdf71111fe87fec440d265      37926000  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 5).bin
9a58a6ea2bbfa7a5262f42a3a23aa8e3198474e46e1a67fb3b9e291893341753      24696000  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 6).bin
60763d457b935add076d7bb4b4046c4e29910c04d2fd721dc8c409535ede662f      47098800  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 7).bin
1f33506dcfdd424eef39698b22563947a556616181420ac799592363f7e06b45      38984400  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 8).bin
1ece7f898a8eb77e6a213701ee051217e63aa17b9e51d9a537915efdc298104d      47802048  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease) (Track 9).bin
d96cbe614c2868043c15813276beb9f1255f1e8e7d653be37bbcfedd6b91f48d          1080  CD images\Descent II (USA) (Rerelease)\Descent II (USA) (Rerelease).cue
971ebca0be8e5e241b6fe189aa55557c7f38a9da7e9b396fa77530087ba537c4     427852320  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 1).bin
711c00730838f85b202b2b15e2ce4a68dc68781ffa97bcb8da4f62c968b29f77       7938000  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 2).bin
b7e6c0ed6bd455418c9119da7c864b1e702491ff8c4e077c2617c836090e88a5      52567200  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 3).bin
baeac8ecadb5297a56871392889623a3a0949fb70b34cef596386b3b68ba4af8      38631600  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 4).bin
9c50b9d8fa076950a466767fb6859b571d53cb8427ed24d352f7f38ac9e2db8e      37396800  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 5).bin
8c083f4f3beb94e8e59ba42361a09f14e814a701ff2d0438237214fa4b8b41ce      24166800  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 6).bin
6bf5ac12f86b8143650f2309d2f73bccb9db9c84601dc1e7f924a3942f83a70e      46569600  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 7).bin
0540c44cf47e2ac8282a4a9d9a5cc912cc2ec16bbe9921a03f424897debd6545      38455200  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 8).bin
055ec8be93860b9dc139d57f827528d4a0d251725810c779185c2901633cc611      47628000  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1) (Track 9).bin
7e3150173456277490adb336b031f12819853d91e9770ab4272a2c234bb5876e           897  CD images\Descent II (USA) (v1.1)\Descent II (USA) (v1.1).cue
26fcb00867ce8d847d72c4c221f6a7deac76dac7b2b77daf540ba80f0bfbb4fc     404889744  CD images\Descent II (USA)\Descent II (USA) (Track 01).bin
3ca9268bdf07229e5cb360a13081c0df49654b78747acb55c3bef5ed680f3376       7175952  CD images\Descent II (USA)\Descent II (USA) (Track 02).bin
3a70061f32f2199708bc8a1cf892b71faf6f1178a1c1138b64b183503f721fbe      27621888  CD images\Descent II (USA)\Descent II (USA) (Track 03).bin
dfb478911db3419e2c0698b553c69ba3dba795f1067924d74f737c1d83ac6a33      20328336  CD images\Descent II (USA)\Descent II (USA) (Track 04).bin
0fef6218ef6a60bb9e68dde1e3e14750fc3f2c6fbd51cfa86b62c914eea1032e      26382384  CD images\Descent II (USA)\Descent II (USA) (Track 05).bin
e94f2fcb4e3df2d95efed6ffaf0f327969462407215e39b107ecf92f96af6740      32229456  CD images\Descent II (USA)\Descent II (USA) (Track 06).bin
eb110b9a9027da837bbe2d0317b9a959fd9320f80b2a0023e4e73895e0320f3a      26184816  CD images\Descent II (USA)\Descent II (USA) (Track 07).bin
b0666c04094245a6a01c3c601c1617914e20a61667207a82ce6460f7c0a1be7c      35875056  CD images\Descent II (USA)\Descent II (USA) (Track 08).bin
07276edaa71996d93512b29bca6be11d34b02b0ed162e3938547e6bea7e38c49      30020928  CD images\Descent II (USA)\Descent II (USA) (Track 09).bin
75dd05c0568bcb3bec41cb6238ff3e8480483321d0e91e98474aad573f9bfadb      29190672  CD images\Descent II (USA)\Descent II (USA) (Track 10).bin
775bb6b1d303cf1471a4915dad1c3cf37187f40d6508591d3e58972959d8324c      28680288  CD images\Descent II (USA)\Descent II (USA) (Track 11).bin
3f9bcb9211cd98013e9caf65544bd17b051d3d720c74d1c4d9b3dfc553cad497      24347904  CD images\Descent II (USA)\Descent II (USA) (Track 12).bin
59e612034fcbc55e3b026d8c6819fcc431fbebe5187e97cb0b1ebd663f4c48d2      30980544  CD images\Descent II (USA)\Descent II (USA) (Track 13).bin
69a19194e41653f55207aa02346faea5cfd25df27972dd27fc02706db4568d88          1605  CD images\Descent II (USA)\Descent II (USA).cue
5e6d523489f5027272c11b08bf6a998d0f33106d7acc7d67ff4c69f152626f79          3104  CD images\Descent-II-Destination-Quartzon_Win_EN_ISO-Version\D2_DQ.ccd
7942a311a2bf2c5fecf1e1a0a1b5bc6ddea39dd6bdea41e339d5f40fde7a0825           609  CD images\Descent-II-Destination-Quartzon_Win_EN_ISO-Version\D2_DQ.cue
26b3f104f43b9743745eaa379c704701107a7243c4e5b2673f74ef7681f1789c     543709488  CD images\Descent-II-Destination-Quartzon_Win_EN_ISO-Version\D2_DQ.img
250de7e6b5b8e2cdab1a5398515fa0a8b63a9511c8da312f6b43fd3bd374b552      22192224  CD images\Descent-II-Destination-Quartzon_Win_EN_ISO-Version\D2_DQ.sub
86e43eddb1a9d04efda47862f7671818cbca521837af5259d67e3106f38ecc24       7938000  CD images\Dimensions for Descent (USA)\Dimensions for Descent (USA).bin
140361049905f5edf3150c894c8b21edbe6d1b3f3f488ed19a5367f9854bda03           117  CD images\Dimensions for Descent (USA)\Dimensions for Descent (USA).cue

## demo installers
64741386ad88d7a60a9529383affb4d2415e11d907ea6dbab8a8a66e1c20b745       2877472  demo installers\descent 1 demo 1-4.zip
622ab2d5328f5c5dd9f804e59b8a8769ed85fc25f92428a3cfb5ff53aed95d07       3936220  demo installers\descent 1 demo mac.zip
a7c31eae6dfd22e1f6a4c0b9fb2dfb2e25197831bc43c3e9d65734c7fa446c4d       4307914  demo installers\descent 2 demo 1-0.zip

## DESCENT2.SOW
871d3684cb6c84b50140552c21d10254c881e7ab852238d1e5f3f0cb61dc9e48      23981577  DESCENT2.SOW

## gog installers
8714b8408913f36344a04cd4c8f7763e7dd2495d9fa78f94ea96ef4bb1ff355d      93840377  gog installers\Descent_(MAC_game_ost).zip
7bca2841369dac46b043c95fb29830fb2115318f9e33ccd40fe046732ee91bfd     587449987  gog installers\descent_2_enUS_1_0_51877.pkg
d0720e12b95cfaee95e133ae08249ef05fcec17c6e9ca362bd54d8efb96f2293      22251081  gog installers\descent_enUS_1_0_35122.pkg
cd754293de928f73a3772630a85d274b22940c857b1aab80078afa962a5492a7      26384096  gog installers\setup_descent_1.4a_(16596).exe
58ccb37ecd54c73b0ddbde8d9051a0a6498911fbe66cd025179da681e13559cd     563071744  gog installers\setup_descent_2_1.1_(16596).exe
